CNT,TIME,TIME_TICK,FPOGX,FPOGY,FPOGS,FPOGD,FPOGID,FPOGV,LPOGX,LPOGY,LPOGV,RPOGX,RPOGY,RPOGV,BPOGX,BPOGY,BPOGV,LPCX,LPCY,LPD,LPS,LPV,RPCX,RPCY,RPD,RPS,RPV,LEYEX,LEYEY,LEYEZ,LEYEV,LPUPILD,LPUPILV,REYEX,REYEY,REYEZ,REYEV,RPUPILD,RPUPILV,CX,CY,CS,LGX,LGY,RGX,RGY,SKLHEADX,SKLHEADY,SKLHEADZ,SKLV,VIEWER_TIME_TICK
286248,38.25939,1.77063E+12,0.784,0.871,36.584,1.676,514,1,0.802,0.888,1,0.757,0.869,1,0.779,0.878,1,1.#IO,1.#IO,16,1.013,1,1.#IO,1.#IO,15,1.007,1,-4.334,-1.613,65.279,1,3.917,1,2.068,-1.203,65.113,1,3.663,1,1.721,0.934,0,1.#IO,1.#IO,1.#IO,1.#IO,0,0,0,0,1.77063E+12
286249,38.27575,1.77063E+12,0.784,0.871,36.584,1.692,514,1,0.796,0.864,1,0.737,0.877,1,0.766,0.871,1,1.#IO,1.#IO,16,1.01,1,1.#IO,1.#IO,15,1.005,1,-4.334,-1.613,65.279,1,3.917,1,2.068,-1.203,65.113,1,3.663,1,1.721,0.934,0,1.#IO,1.#IO,1.#IO,1.#IO,0,0,0,0,1.77063E+12
286250,38.29225,1.77063E+12,0.784,0.872,36.584,1.709,514,1,0.79,0.875,1,0.735,0.9,1,0.762,0.888,1,1.#IO,1.#IO,16,1.008,1,1.#IO,1.#IO,15,1.004,1,-4.334,-1.613,65.279,1,3.917,1,2.068,-1.203,65.113,1,3.663,1,1.721,0.934,0,1.#IO,1.#IO,1.#IO,1.#IO,0,0,0,0,1.77063E+12
286251,38.30852,1.77063E+12,0.784,0.873,36.584,1.725,514,1,0.79,0.89,1,0.755,0.885,1,0.772,0.888,1,1.#IO,1.#IO,16,1.008,1,1.#IO,1.#IO,15,1.004,1,-4.402,-1.639,66.422,1,3.985,1,2.136,-1.228,66.83,1,3.759,1,1.721,0.934,0,1.#IO,1.#IO,1.#IO,1.#IO,0,0,0,0,1.77063E+12
286252,38.32516,1.77063E+12,0.783,0.873,36.584,1.741,514,1,0.785,0.844,1,0.759,0.868,1,0.772,0.855,1,1.#IO,1.#IO,16,1.008,1,1.#IO,1.#IO,16,1.005,1,-4.402,-1.639,66.422,1,3.985,1,2.136,-1.228,66.83,1,4.01,1,1.721,0.934,0,1.#IO,1.#IO,1.#IO,1.#IO,0,0,0,0,1.77063E+12
286253,38.34147,1.77063E+12,0.783,0.872,36.584,1.758,514,1,0.786,0.831,1,0.752,0.846,1,0.769,0.839,1,1.#IO,1.#IO,16,1.009,1,1.#IO,1.#IO,15,1.005,1,-4.402,-1.639,66.422,1,3.985,1,2.136,-1.228,66.83,1,3.759,1,1.721,0.934,0,1.#IO,1.#IO,1.#IO,1.#IO,0,0,0,0,1.77063E+12
286254,38.35788,1.77063E+12,0.782,0.871,36.584,1.774,514,1,0.788,0.823,1,0.762,0.85,1,0.775,0.836,1,1.#IO,1.#IO,16,1.007,1,1.#IO,1.#IO,16,1.005,1,-4.331,-1.608,65.458,1,3.928,1,2.136,-1.228,66.83,1,4.01,1,1.721,0.934,0,1.#IO,1.#IO,1.#IO,1.#IO,0,0,0,0,1.77063E+12
286255,38.37434,1.77063E+12,0.782,0.871,36.584,1.791,514,1,0.786,0.877,1,0.77,0.872,1,0.778,0.874,1,1.#IO,1.#IO,16,1.006,1,1.#IO,1.#IO,15,1.005,1,-4.331,-1.608,65.458,1,3.928,1,2.136,-1.228,66.83,1,3.759,1,1.721,0.934,0,1.#IO,1.#IO,1.#IO,1.#IO,0,0,0,0,1.77063E+12
286256,38.39071,1.77063E+12,0.782,0.871,36.584,1.807,514,1,0.791,0.869,1,0.766,0.886,1,0.779,0.878,1,1.#IO,1.#IO,15,1.003,1,1.#IO,1.#IO,16,1.008,1,-4.331,-1.608,65.458,1,3.682,1,2.136,-1.228,66.83,1,4.01,1,1.721,0.934,0,1.#IO,1.#IO,1.#IO,1.#IO,0,0,0,0,1.77063E+12
286257,38.40727,1.77063E+12,0.782,0.87,36.584,1.824,514,1,0.794,0.872,1,0.777,0.862,1,0.785,0.867,1,1.#IO,1.#IO,15,1.002,1,1.#IO,1.#IO,15,1.008,1,-4.353,-1.619,65.847,1,3.704,1,2.122,-1.214,66.24,1,3.726,1,1.721,0.934,0,1.#IO,1.#IO,1.#IO,1.#IO,0,0,0,0,1.77063E+12
286258,38.42365,1.77063E+12,0.781,0.87,36.584,1.84,514,1,0.805,0.903,1,0.717,0.831,1,0.761,0.867,1,1.#IO,1.#IO,15,1.002,1,1.#IO,1.#IO,16,1.009,1,-4.353,-1.619,65.847,1,3.704,1,2.122,-1.214,66.24,1,3.974,1,1.721,0.934,0,1.#IO,1.#IO,1.#IO,1.#IO,0,0,0,0,1.77063E+12
286259,38.4402,1.77063E+12,0.777,0.868,36.584,1.856,514,1,0.618,0.691,1,0.53,0.768,1,0.573,0.729,1,1.#IO,1.#IO,16,1.004,1,1.#IO,1.#IO,16,1.01,1,-4.353,-1.619,65.847,1,3.951,1,2.104,-1.205,65.601,1,3.936,1,1.721,0.934,0,1.#IO,1.#IO,1.#IO,1.#IO,0,0,0,0,1.77063E+12
286260,38.45649,1.77063E+12,0.739,0.839,36.584,1.856,514,0,0.655,0.711,1,0.592,0.792,1,0.623,0.752,1,1.#IO,1.#IO,16,1.006,1,1.#IO,1.#IO,17,1.009,1,-4.605,-1.655,68.003,1,4.08,1,2.104,-1.205,65.601,0,4.182,2,1.721,0.934,0,1.#IO,1.#IO,1.#IO,1.#IO,0,0,0,0,1.77063E+12
286261,38.47288,1.77063E+12,0.57,0.771,36.584,1.856,514,0,0.48,0.574,1,0.323,0.836,1,0.402,0.705,1,1.#IO,1.#IO,16,1.008,1,1.#IO,1.#IO,16,1.011,1,-4.605,-1.655,68.003,1,4.08,1,2.104,-1.205,65.601,0,3.936,2,1.721,0.934,0,1.#IO,1.#IO,1.#IO,1.#IO,0,0,0,0,1.77063E+12
286262,38.48936,1.77063E+12,0.516,0.744,36.584,1.856,514,0,0.466,0.565,1,0.352,0.81,1,0.409,0.688,1,1.#IO,1.#IO,16,1.01,1,1.#IO,1.#IO,16,1.013,1,-4.605,-1.655,68.003,1,4.08,1,2.104,-1.205,65.601,0,3.936,2,1.721,0.934,0,1.#IO,1.#IO,1.#IO,1.#IO,0,0,0,0,1.77063E+12
286263,38.50612,1.77063E+12,0.394,0.683,36.584,1.856,514,0,0.436,0.54,1,0.305,0.772,1,0.37,0.656,1,1.#IO,1.#IO,16,1.011,1,1.#IO,1.#IO,17,1.015,1,-4.461,-1.584,64.986,1,3.899,1,2.017,-1.251,68.914,1,4.393,1,1.721,0.934,0,1.#IO,1.#IO,1.#IO,1.#IO,0,0,0,0,1.77063E+12
286264,38.52263,1.77063E+12,0.38,0.672,36.584,1.856,514,0,0.443,0.544,1,0.29,0.776,1,0.366,0.66,1,1.#IO,1.#IO,16,1.012,1,1.#IO,1.#IO,17,1.021,1,-4.461,-1.584,64.986,1,3.899,1,2.017,-1.251,68.914,1,4.393,1,1.721,0.934,0,1.#IO,1.#IO,1.#IO,1.#IO,0,0,0,0,1.77063E+12
286265,38.53932,1.77063E+12,0.38,0.665,36.584,1.856,514,0,0.459,0.56,1,0.298,0.748,1,0.378,0.653,1,1.#IO,1.#IO,16,1.011,1,1.#IO,1.#IO,17,1.025,1,-4.461,-1.584,64.986,1,3.899,1,2.017,-1.251,68.914,1,4.393,1,1.721,0.934,0,1.#IO,1.#IO,1.#IO,1.#IO,0,0,0,0,1.77063E+12
286266,38.55518,1.77063E+12,0.377,0.662,38.506,0.049,515,1,0.452,0.552,1,0.291,0.754,1,0.372,0.652,1,1.#IO,1.#IO,16,1.012,1,1.#IO,1.#IO,17,1.027,1,-4.648,-1.649,67.525,1,4.051,1,1.945,-1.207,66.655,1,4.249,1,1.721,0.934,0,1.#IO,1.#IO,1.#IO,1.#IO,0,0,0,0,1.77063E+12
286267,38.57146,1.77063E+12,0.375,0.662,38.506,0.065,515,1,0.43,0.537,1,0.297,0.781,1,0.363,0.659,1,1.#IO,1.#IO,16,1.014,1,1.#IO,1.#IO,17,1.028,1,-4.648,-1.649,67.525,1,4.051,1,1.945,-1.207,66.655,1,4.249,1,1.721,0.934,0,1.#IO,1.#IO,1.#IO,1.#IO,0,0,0,0,1.77063E+12
286268,38.58791,1.77063E+12,0.375,0.662,38.506,0.082,515,1,0.447,0.552,1,0.304,0.771,1,0.376,0.661,1,1.#IO,1.#IO,16,1.018,1,1.#IO,1.#IO,17,1.03,1,-4.648,-1.649,67.525,1,4.051,1,1.945,-1.207,66.655,1,4.249,1,1.721,0.934,0,1.#IO,1.#IO,1.#IO,1.#IO,0,0,0,0,1.77063E+12
286269,38.60434,1.77063E+12,0.375,0.661,38.506,0.098,515,1,0.447,0.551,1,0.301,0.769,1,0.373,0.66,1,1.#IO,1.#IO,16,1.02,1,1.#IO,1.#IO,17,1.033,1,-4.621,-1.633,66.988,1,4.019,1,1.933,-1.188,66.336,1,4.229,1,1.721,0.934,0,1.#IO,1.#IO,1.#IO,1.#IO,0,0,0,0,1.77063E+12
286270,38.62061,1.77063E+12,0.373,0.659,38.506,0.114,515,1,0.438,0.544,1,0.29,0.748,1,0.364,0.646,1,1.#IO,1.#IO,16,1.021,1,1.#IO,1.#IO,17,1.036,1,-4.621,-1.633,66.988,1,4.019,1,1.933,-1.188,66.336,1,4.229,1,1.721,0.934,0,1.#IO,1.#IO,1.#IO,1.#IO,0,0,0,0,1.77063E+12
286271,38.63744,1.77063E+12,0.373,0.66,38.506,0.131,515,1,0.441,0.546,1,0.298,0.779,1,0.37,0.663,1,1.#IO,1.#IO,16,1.022,1,1.#IO,1.#IO,17,1.038,1,-4.621,-1.633,66.988,1,4.019,1,1.933,-1.188,66.336,1,4.229,1,1.721,0.934,0,1.#IO,1.#IO,1.#IO,1.#IO,0,0,0,0,1.77063E+12
286272,38.65368,1.77063E+12,0.37,0.658,38.506,0.148,515,1,0.42,0.529,1,0.276,0.753,1,0.348,0.641,1,1.#IO,1.#IO,15,1.024,1,1.#IO,1.#IO,17,1.04,1,-4.694,-1.638,67.903,1,3.82,1,1.949,-1.199,67.298,1,4.29,1,1.721,0.934,0,1.#IO,1.#IO,1.#IO,1.#IO,0,0,0,0,1.77063E+12
286273,38.67014,1.77063E+12,0.367,0.646,38.506,0.164,515,1,0.373,0.463,1,0.294,0.58,1,0.334,0.521,1,1.#IO,1.#IO,16,1.026,1,1.#IO,1.#IO,17,1.042,1,-4.694,-1.638,67.903,1,4.074,1,1.949,-1.199,67.298,1,4.29,1,1.721,0.934,0,1.#IO,1.#IO,1.#IO,1.#IO,0,0,0,0,1.77063E+12
286274,38.68651,1.77063E+12,0.364,0.636,38.506,0.18,515,1,0.371,0.46,1,0.29,0.6,1,0.33,0.529,1,1.#IO,1.#IO,16,1.031,1,1.#IO,1.#IO,17,1.042,1,-4.694,-1.638,67.903,1,4.074,1,1.949,-1.199,67.298,1,4.29,1,1.721,0.934,0,1.#IO,1.#IO,1.#IO,1.#IO,0,0,0,0,1.77063E+12
286275,38.7033,1.77063E+12,0.359,0.625,38.506,0.197,515,1,0.326,0.433,1,0.276,0.555,1,0.301,0.494,1,1.#IO,1.#IO,16,1.035,1,1.#IO,1.#IO,17,1.04,1,-4.675,-1.588,67.649,1,4.059,1,1.871,-1.123,65.345,1,4.166,1,1.721,0.934,0,1.#IO,1.#IO,1.#IO,1.#IO,0,0,0,0,1.77063E+12
286276,38.71993,1.77063E+12,0.354,0.615,38.506,0.214,515,1,0.326,0.433,1,0.253,0.533,1,0.29,0.482,1,1.#IO,1.#IO,15,1.038,1,1.#IO,1.#IO,17,1.038,1,-4.675,-1.588,67.649,1,3.805,1,1.871,-1.123,65.345,1,4.166,1,1.721,0.934,0,1.#IO,1.#IO,1.#IO,1.#IO,0,0,0,0,1.77063E+12
286277,38.73633,1.77063E+12,0.349,0.605,38.506,0.23,515,1,0.323,0.431,1,0.244,0.532,1,0.283,0.481,1,1.#IO,1.#IO,15,1.04,1,1.#IO,1.#IO,17,1.036,1,-4.675,-1.588,67.649,1,3.805,1,1.871,-1.123,65.345,1,4.166,1,1.721,0.934,0,1.#IO,1.#IO,1.#IO,1.#IO,0,0,0,0,1.77063E+12
286278,38.75278,1.77063E+12,0.329,0.561,38.506,0.23,515,0,0.332,0.431,1,0.264,0.541,1,0.298,0.486,1,1.#IO,1.#IO,15,1.041,1,1.#IO,1.#IO,17,1.037,1,-4.613,-1.565,66.786,1,3.757,1,1.908,-1.137,66.203,1,4.22,1,1.721,0.934,0,1.#IO,1.#IO,1.#IO,1.#IO,0,0,0,0,1.77063E+12
286279,38.76851,1.77063E+12,0.312,0.523,38.506,0.23,515,0,0.321,0.428,1,0.268,0.545,1,0.295,0.486,1,1.#IO,1.#IO,15,1.043,1,1.#IO,1.#IO,17,1.038,1,-4.613,-1.565,66.786,1,3.757,1,1.908,-1.137,66.203,1,4.22,1,1.721,0.934,0,1.#IO,1.#IO,1.#IO,1.#IO,0,0,0,0,1.77063E+12
286280,38.78517,1.77063E+12,0.302,0.506,38.506,0.23,515,0,0.306,0.428,1,0.262,0.514,1,0.284,0.471,1,1.#IO,1.#IO,16,1.044,1,1.#IO,1.#IO,17,1.041,1,-4.613,-1.565,66.786,1,4.007,1,1.908,-1.137,66.203,1,4.22,1,1.721,0.934,0,1.#IO,1.#IO,1.#IO,1.#IO,0,0,0,0,1.77064E+12
286281,38.80151,1.77063E+12,0.3,0.497,38.753,0.049,516,1,0.317,0.428,1,0.267,0.516,1,0.292,0.472,1,1.#IO,1.#IO,16,1.045,1,1.#IO,1.#IO,17,1.043,1,-4.613,-1.57,66.748,1,4.005,1,1.969,-1.177,68.227,1,4.349,1,1.721,0.934,0,1.#IO,1.#IO,1.#IO,1.#IO,0,0,0,0,1.77064E+12
286282,38.81793,1.77063E+12,0.299,0.496,38.753,0.065,516,1,0.327,0.438,1,0.266,0.541,1,0.296,0.489,1,1.#IO,1.#IO,16,1.046,1,1.#IO,1.#IO,17,1.046,1,-4.613,-1.57,66.748,1,4.005,1,1.969,-1.177,68.227,1,4.349,1,1.721,0.934,0,1.#IO,1.#IO,1.#IO,1.#IO,0,0,0,0,1.77064E+12
286283,38.83448,1.77064E+12,0.298,0.498,38.753,0.082,516,1,0.317,0.438,1,0.274,0.584,1,0.296,0.511,1,1.#IO,1.#IO,16,1.048,1,1.#IO,1.#IO,17,1.044,1,-4.613,-1.57,66.748,1,4.005,1,1.969,-1.177,68.227,1,4.349,1,1.721,0.934,0,1.#IO,1.#IO,1.#IO,1.#IO,0,0,0,0,1.77064E+12
286284,38.85091,1.77064E+12,0.298,0.496,38.753,0.098,516,1,0.324,0.437,1,0.269,0.53,1,0.296,0.483,1,1.#IO,1.#IO,16,1.049,1,1.#IO,1.#IO,17,1.04,1,-4.612,-1.569,66.465,1,3.988,1,1.904,-1.143,66.263,1,4.224,1,1.721,0.934,0,1.#IO,1.#IO,1.#IO,1.#IO,0,0,0,0,1.77064E+12
286285,38.86715,1.77064E+12,0.299,0.494,38.753,0.114,516,1,0.346,0.448,1,0.26,0.514,1,0.303,0.48,1,1.#IO,1.#IO,16,1.05,1,1.#IO,1.#IO,17,1.036,1,-4.612,-1.569,66.465,1,3.988,1,1.904,-1.143,66.263,1,4.224,1,1.721,0.934,0,1.#IO,1.#IO,1.#IO,1.#IO,0,0,0,0,1.77064E+12
286286,38.88419,1.77064E+12,0.299,0.492,38.753,0.131,516,1,0.345,0.441,1,0.257,0.508,1,0.301,0.475,1,1.#IO,1.#IO,16,1.047,1,1.#IO,1.#IO,17,1.036,1,-4.612,-1.569,66.465,1,3.988,1,1.904,-1.143,66.263,1,4.224,1,1.721,0.934,0,1.#IO,1.#IO,1.#IO,1.#IO,0,0,0,0,1.77064E+12
286287,38.90053,1.77064E+12,0.298,0.492,38.753,0.148,516,1,0.331,0.441,1,0.245,0.544,1,0.288,0.492,1,1.#IO,1.#IO,16,1.045,1,1.#IO,1.#IO,17,1.037,1,-4.689,-1.591,67.522,1,4.051,1,1.89,-1.14,66.105,1,4.214,1,1.721,0.934,0,1.#IO,1.#IO,1.#IO,1.#IO,0,0,0,0,1.77064E+12
286288,38.9169,1.77064E+12,0.298,0.491,38.753,0.164,516,1,0.338,0.445,1,0.266,0.513,1,0.302,0.479,1,1.#IO,1.#IO,16,1.043,1,1.#IO,1.#IO,17,1.038,1,-4.689,-1.591,67.522,1,4.051,1,1.89,-1.14,66.105,1,4.214,1,1.721,0.934,0,1.#IO,1.#IO,1.#IO,1.#IO,0,0,0,0,1.77064E+12
286289,38.93357,1.77064E+12,0.298,0.489,38.753,0.181,516,1,0.339,0.44,1,0.258,0.512,1,0.298,0.476,1,1.#IO,1.#IO,16,1.044,1,1.#IO,1.#IO,17,1.038,1,-4.689,-1.591,67.522,1,4.051,1,1.89,-1.14,66.105,1,4.214,1,1.721,0.934,0,1.#IO,1.#IO,1.#IO,1.#IO,0,0,0,0,1.77064E+12
286290,38.94944,1.77064E+12,0.298,0.488,38.753,0.197,516,1,0.339,0.44,1,0.257,0.513,1,0.298,0.477,1,1.#IO,1.#IO,16,1.044,1,1.#IO,1.#IO,17,1.036,1,-4.689,-1.591,67.522,1,4.051,1,1.878,-1.131,65.59,1,4.181,1,1.721,0.934,0,1.#IO,1.#IO,1.#IO,1.#IO,0,0,0,0,1.77064E+12
286291,38.96585,1.77064E+12,0.298,0.487,38.753,0.213,516,1,0.338,0.444,1,0.27,0.504,1,0.304,0.474,1,1.#IO,1.#IO,16,1.044,1,1.#IO,1.#IO,17,1.035,1,-4.689,-1.591,67.522,1,4.051,1,1.878,-1.131,65.59,1,4.181,1,1.721,0.934,0,1.#IO,1.#IO,1.#IO,1.#IO,0,0,0,0,1.77064E+12
286292,38.98209,1.77064E+12,0.299,0.487,38.753,0.229,516,1,0.335,0.443,1,0.266,0.524,1,0.3,0.484,1,1.#IO,1.#IO,16,1.042,1,1.#IO,1.#IO,17,1.033,1,-4.689,-1.591,67.522,1,4.051,1,1.878,-1.131,65.59,1,4.181,1,1.721,0.934,0,1.#IO,1.#IO,1.#IO,1.#IO,0,0,0,0,1.77064E+12
286293,38.99856,1.77064E+12,0.299,0.487,38.753,0.246,516,1,0.339,0.445,1,0.266,0.521,1,0.303,0.483,1,1.#IO,1.#IO,16,1.039,1,1.#IO,1.#IO,17,1.033,1,-4.607,-1.559,66.302,1,3.978,1,1.89,-1.14,66.105,1,4.214,1,1.721,0.934,0,1.#IO,1.#IO,1.#IO,1.#IO,0,0,0,0,1.77064E+12
286294,39.01557,1.77064E+12,0.299,0.486,38.753,0.263,516,1,0.334,0.446,1,0.269,0.512,1,0.301,0.479,1,1.#IO,1.#IO,16,1.036,1,1.#IO,1.#IO,17,1.033,1,-4.607,-1.559,66.302,1,3.978,1,1.89,-1.14,66.105,1,4.214,1,1.721,0.934,0,1.#IO,1.#IO,1.#IO,1.#IO,0,0,0,0,1.77064E+12
286295,39.03207,1.77064E+12,0.3,0.486,38.753,0.279,516,1,0.341,0.444,1,0.274,0.509,1,0.308,0.477,1,1.#IO,1.#IO,16,1.035,1,1.#IO,1.#IO,17,1.035,1,-4.607,-1.559,66.302,1,3.978,1,1.89,-1.14,66.105,1,4.214,1,1.721,0.934,0,1.#IO,1.#IO,1.#IO,1.#IO,0,0,0,0,1.77064E+12
286296,39.04858,1.77064E+12,0.3,0.485,38.753,0.296,516,1,0.327,0.438,1,0.273,0.519,1,0.299,0.478,1,1.#IO,1.#IO,15,1.034,1,1.#IO,1.#IO,17,1.037,1,-4.613,-1.558,66.374,1,3.734,1,1.916,-1.15,66.989,1,4.271,1,1.721,0.934,0,1.#IO,1.#IO,1.#IO,1.#IO,0,0,0,0,1.77064E+12
286297,39.06596,1.77064E+12,0.3,0.485,38.753,0.313,516,1,0.334,0.432,1,0.28,0.542,1,0.307,0.487,1,1.#IO,1.#IO,15,1.033,1,1.#IO,1.#IO,17,1.039,1,-4.613,-1.558,66.374,1,3.734,1,1.916,-1.15,66.989,1,4.271,1,1.721,0.934,0,1.#IO,1.#IO,1.#IO,1.#IO,0,0,0,0,1.77064E+12
286298,39.08079,1.77064E+12,0.299,0.485,38.753,0.328,516,1,0.323,0.426,1,0.252,0.521,1,0.287,0.474,1,1.#IO,1.#IO,16,1.032,1,1.#IO,1.#IO,17,1.039,1,-4.613,-1.558,66.374,1,3.982,1,1.916,-1.15,66.989,1,4.271,1,1.721,0.934,0,1.#IO,1.#IO,1.#IO,1.#IO,0,0,0,0,1.77064E+12
286299,39.09728,1.77064E+12,0.299,0.485,38.753,0.345,516,1,0.336,0.431,1,0.255,0.538,1,0.296,0.484,1,1.#IO,1.#IO,16,1.033,1,1.#IO,1.#IO,17,1.037,1,-4.718,-1.589,67.982,1,4.079,1,1.927,-1.145,67.052,1,4.275,1,1.721,0.934,0,1.#IO,1.#IO,1.#IO,1.#IO,0,0,0,0,1.77064E+12
286300,39.11365,1.77064E+12,0.298,0.485,38.753,0.361,516,1,0.313,0.438,1,0.262,0.553,1,0.288,0.496,1,1.#IO,1.#IO,16,1.034,1,1.#IO,1.#IO,17,1.035,1,-4.718,-1.589,67.982,1,4.079,1,1.927,-1.145,67.052,1,4.275,1,1.721,0.934,0,1.#IO,1.#IO,1.#IO,1.#IO,0,0,0,0,1.77064E+12
286301,39.13019,1.77064E+12,0.298,0.486,38.753,0.377,516,1,0.324,0.441,1,0.255,0.544,1,0.29,0.492,1,1.#IO,1.#IO,15,1.035,1,1.#IO,1.#IO,17,1.033,1,-4.718,-1.589,67.982,1,3.824,1,1.927,-1.145,67.052,1,4.275,1,1.721,0.934,0,1.#IO,1.#IO,1.#IO,1.#IO,0,0,0,0,1.77064E+12
286302,39.14716,1.77064E+12,0.298,0.486,38.753,0.394,516,1,0.321,0.44,1,0.259,0.541,1,0.29,0.49,1,1.#IO,1.#IO,15,1.033,1,1.#IO,1.#IO,17,1.033,1,-4.63,-1.559,66.893,1,3.763,1,1.921,-1.139,66.756,1,4.256,1,1.721,0.934,0,1.#IO,1.#IO,1.#IO,1.#IO,0,0,0,0,1.77064E+12
286303,39.16301,1.77064E+12,0.298,0.486,38.753,0.41,516,1,0.329,0.44,1,0.245,0.537,1,0.287,0.488,1,1.#IO,1.#IO,16,1.032,1,1.#IO,1.#IO,17,1.034,1,-4.63,-1.559,66.893,1,4.014,1,1.921,-1.139,66.756,1,4.256,1,1.721,0.934,0,1.#IO,1.#IO,1.#IO,1.#IO,0,0,0,0,1.77064E+12
286304,39.17934,1.77064E+12,0.298,0.486,38.753,0.427,516,1,0.319,0.438,1,0.271,0.519,1,0.295,0.479,1,1.#IO,1.#IO,15,1.031,1,1.#IO,1.#IO,17,1.035,1,-4.63,-1.559,66.893,1,3.763,1,1.921,-1.139,66.756,1,4.256,1,1.721,0.934,0,1.#IO,1.#IO,1.#IO,1.#IO,0,0,0,0,1.77064E+12
286305,39.19573,1.77064E+12,0.297,0.485,38.753,0.443,516,1,0.32,0.436,1,0.26,0.527,1,0.29,0.481,1,1.#IO,1.#IO,15,1.035,1,1.#IO,1.#IO,17,1.035,1,-4.789,-1.62,69.066,1,3.885,1,1.899,-1.134,66.074,1,4.212,1,1.721,0.934,0,1.#IO,1.#IO,1.#IO,1.#IO,0,0,0,0,1.77064E+12
286306,39.21266,1.77064E+12,0.298,0.485,38.753,0.46,516,1,0.326,0.446,1,0.273,0.513,1,0.299,0.479,1,1.#IO,1.#IO,16,1.038,1,1.#IO,1.#IO,17,1.035,1,-4.789,-1.62,69.066,1,4.144,1,1.899,-1.134,66.074,1,4.212,1,1.721,0.934,0,1.#IO,1.#IO,1.#IO,1.#IO,0,0,0,0,1.77064E+12
286307,39.22903,1.77064E+12,0.298,0.485,38.753,0.476,516,1,0.356,0.471,1,0.265,0.519,1,0.311,0.495,1,1.#IO,1.#IO,16,1.041,1,1.#IO,1.#IO,17,1.034,1,-4.789,-1.62,69.066,1,4.144,1,1.899,-1.134,66.074,1,4.212,1,1.721,0.934,0,1.#IO,1.#IO,1.#IO,1.#IO,0,0,0,0,1.77064E+12
286308,39.24518,1.77064E+12,0.298,0.485,38.753,0.492,516,1,0.348,0.452,1,0.274,0.468,1,0.311,0.46,1,1.#IO,1.#IO,16,1.04,1,1.#IO,1.#IO,17,1.034,1,-4.607,-1.559,66.302,1,3.978,1,1.89,-1.144,66.105,1,4.214,1,1.721,0.934,0,1.#IO,1.#IO,1.#IO,1.#IO,0,0,0,0,1.77064E+12
286309,39.26155,1.77064E+12,0.298,0.484,38.753,0.509,516,1,0.327,0.44,1,0.271,0.48,1,0.298,0.46,1,1.#IO,1.#IO,16,1.039,1,1.#IO,1.#IO,17,1.034,1,-4.607,-1.559,66.302,1,3.978,1,1.89,-1.144,66.105,1,4.214,1,1.721,0.934,0,1.#IO,1.#IO,1.#IO,1.#IO,0,0,0,0,1.77064E+12
286310,39.27787,1.77064E+12,0.298,0.483,38.753,0.525,516,1,0.318,0.443,1,0.259,0.47,1,0.288,0.457,1,1.#IO,1.#IO,16,1.037,1,1.#IO,1.#IO,17,1.035,1,-4.607,-1.559,66.302,1,3.978,1,1.89,-1.144,66.105,1,4.214,1,1.721,0.934,0,1.#IO,1.#IO,1.#IO,1.#IO,0,0,0,0,1.77064E+12
286311,39.2943,1.77064E+12,0.298,0.482,38.753,0.542,516,1,0.321,0.439,1,0.252,0.481,1,0.287,0.461,1,1.#IO,1.#IO,16,1.036,1,1.#IO,1.#IO,17,1.037,1,-4.626,-1.573,66.468,1,3.988,1,1.927,-1.172,67.631,1,4.311,1,1.721,0.934,0,1.#IO,1.#IO,1.#IO,1.#IO,0,0,0,0,1.77064E+12
286312,39.31063,1.77064E+12,0.298,0.482,38.753,0.558,516,1,0.326,0.446,1,0.262,0.49,1,0.294,0.469,1,1.#IO,1.#IO,15,1.034,1,1.#IO,1.#IO,17,1.038,1,-4.626,-1.573,66.468,1,3.739,1,1.927,-1.172,67.631,1,4.311,1,1.721,0.934,0,1.#IO,1.#IO,1.#IO,1.#IO,0,0,0,0,1.77064E+12
286313,39.32726,1.77064E+12,0.298,0.482,38.753,0.574,516,1,0.318,0.443,1,0.277,0.514,1,0.298,0.479,1,1.#IO,1.#IO,15,1.034,1,1.#IO,1.#IO,17,1.038,1,-4.626,-1.573,66.468,1,3.739,1,1.927,-1.172,67.631,1,4.311,1,1.721,0.934,0,1.#IO,1.#IO,1.#IO,1.#IO,0,0,0,0,1.77064E+12
286314,39.34366,1.77064E+12,0.298,0.482,38.753,0.591,516,1,0.317,0.443,1,0.266,0.509,1,0.291,0.476,1,1.#IO,1.#IO,15,1.035,1,1.#IO,1.#IO,17,1.037,1,-4.645,-1.577,66.617,1,3.747,1,1.882,-1.146,66.403,1,4.233,1,1.721,0.934,0,1.#IO,1.#IO,1.#IO,1.#IO,0,0,0,0,1.77064E+12
286315,39.36015,1.77064E+12,0.298,0.481,38.753,0.607,516,1,0.327,0.445,1,0.289,0.495,1,0.308,0.471,1,1.#IO,1.#IO,16,1.036,1,1.#IO,1.#IO,17,1.036,1,-4.645,-1.577,66.617,1,3.997,1,1.882,-1.146,66.403,1,4.233,1,1.721,0.934,0,1.#IO,1.#IO,1.#IO,1.#IO,0,0,0,0,1.77064E+12
